BROKER,VARIEDAD,SEMANA,CATE,CI_LO,CI_HI,N,N_TEMP,DIRECCION,N_OBS
ANHUI 5 STARS,SANTINA,3,,-0.26672664392419965,0.9093598692032803,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SANTINA,4,,-0.05037197471654686,0.6290837710313246,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SANTINA,5,,-0.3045364096801859,0.5805831700056924,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SANTINA,6,-0.11362251449743543,-0.40450583295165693,0.17726080395676957,6649,6,INCIERTO,47
ANHUI 5 STARS,SANTINA,7,0.06771766337155094,-0.009572322939876476,0.1450076496829868,6649,6,INCIERTO,368
ANHUI 5 STARS,SANTINA,8,-0.10800088845090716,-0.15901969677602462,-0.05698208012577728,6649,6,PEOR,387
ANHUI 5 STARS,SANTINA,9,-0.302352520235984,-0.36922963155538113,-0.2354754089165932,6649,6,PEOR,604
ANHUI 5 STARS,SANTINA,10,-0.5608033224997655,-0.7963835736534728,-0.32522307134609024,6649,6,PEOR,129
ANHUI 5 STARS,SANTINA,11,0.4341265511793785,0.3443383620219596,0.5239147403367894,6649,6,MEJOR,318
ANHUI 5 STARS,SANTINA,12,0.9110949855883819,0.8200597968288429,1.0021301743478959,6649,6,MEJOR,186
ANHUI 5 STARS,SANTINA,13,,9.53530793302004,10.925203392068152,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SANTINA,14,,0.08779876916187229,0.274202243425793,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SANTINA,15,,-214.32081359151255,-13.556401910805462,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,3,,-0.1777113612468264,1.247271646490058,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,4,,0.305625801882657,0.5073298613638981,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,5,,-0.10633223402746045,0.5818701802662589,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,6,,-276.74430725372486,-139.1377911975319,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,7,,-0.9696252385436671,-0.5710775573655072,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,8,,1.7821862672785365,5.171684816980399,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,9,,82.18758610943799,256.22494988278015,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,10,,-23.70906835095835,-18.943116898969805,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,11,,-808.3274121934737,19793.610508506947,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,12,,-1.3811072975911,1.710503726150548,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,13,,-5686.65951077673,3740.707424089641,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,14,,-656.9671896266548,-282.1565509686451,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,RAINIER,15,,-1235.0052918151323,-602.158396310022,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,REGINA,3,0.8493862059162882,0.6906750739769365,1.008097337855632,6649,6,MEJOR,55
ANHUI 5 STARS,REGINA,4,0.3000386160944135,0.18667872124848986,0.4133985109403349,6649,6,MEJOR,343
ANHUI 5 STARS,REGINA,5,-0.0443226268508044,-0.11222172990169137,0.02357647620008109,6649,6,INCIERTO,424
ANHUI 5 STARS,REGINA,6,0.4904493361151525,0.38274589796738306,0.5981527742638705,6649,6,MEJOR,194
ANHUI 5 STARS,REGINA,7,0.7311339250118225,0.64686490983515,0.815402940188495,6649,6,MEJOR,52
ANHUI 5 STARS,REGINA,8,0.39554401141488427,0.3424814436409557,0.44860657918888636,6649,6,MEJOR,133
ANHUI 5 STARS,REGINA,9,,-9.464492643556934,16.21959132458074,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,REGINA,10,,-1939.115219674291,481.95081708904695,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,REGINA,11,,-2349.989578854488,349.2144906548408,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,REGINA,12,,-0.17076501173107683,4.1698989749554,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,REGINA,13,,-10248.219302687994,2820.9422831872607,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,REGINA,14,,-246.97555423217165,232.24130739925636,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,REGINA,15,,-2338.005145202355,-772.1761018531759,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,LAPINS,3,,3.2577180405147126,3.3828369190682444,6649,6,SIN SOPORTE,5
ANHUI 5 STARS,LAPINS,4,0.2549657756762791,0.10651992147559483,0.40341162987697265,6649,6,MEJOR,178
ANHUI 5 STARS,LAPINS,5,0.48873198010269614,0.4391992457989711,0.5382647144064305,6649,6,MEJOR,487
ANHUI 5 STARS,LAPINS,6,0.012593552816941633,-0.026918929968949727,0.05210603560282455,6649,6,INCIERTO,768
ANHUI 5 STARS,LAPINS,7,0.08932868792208071,0.05064507839315526,0.1280122974510026,6649,6,MEJOR,525
ANHUI 5 STARS,LAPINS,8,0.07478895700579047,0.02335605147084676,0.1262218625407315,6649,6,MEJOR,384
ANHUI 5 STARS,LAPINS,9,0.5089819750106521,0.40695159341454773,0.6110123566067316,6649,6,MEJOR,147
ANHUI 5 STARS,LAPINS,10,0.1468976286723631,0.11469309120002333,0.1791021661447171,6649,6,MEJOR,130
ANHUI 5 STARS,LAPINS,11,-0.16530693622486559,-0.2381377494956583,-0.09247612295405647,6649,6,PEOR,178
ANHUI 5 STARS,LAPINS,12,,-1.807233668057938,1.8475483010936364,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,LAPINS,13,,20.444017839462333,402.0441326275278,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,LAPINS,14,,-247.27042747399895,-9.574424724382041,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,LAPINS,15,,-146.84152561067046,-1.7559869670481447,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,3,,-0.19047051681129984,1.1184042037084059,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,4,,-0.2074487875406349,0.277781600029182,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,5,,-0.3194754337630346,0.5940286914234707,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,6,,-0.9206854435635075,0.8816109436713128,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,7,,-51.51484668691066,8.811952496118653,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,8,,-10.489590811667588,-7.447673274612678,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,9,-0.7029277250168935,-0.8757353697637632,-0.5301200802698205,6649,6,PEOR,78
ANHUI 5 STARS,ROYAL DAWN,10,,-25.7538933552248,29.397587687003327,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,11,,-3665.514120121345,-3415.3373231544647,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,12,,-27.373804231580998,-19.86666304717148,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,13,,-466.4732502453899,280.9939552300548,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,14,,-726.3459376228247,1026.8671328109892,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL DAWN,15,,-350.7253718507729,421.0948933420606,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,3,,-0.19047051685808397,1.1184042037284736,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,4,,-0.2700011277231466,0.23878693127896045,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,5,,-0.3194754337628123,0.5940286914232505,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,6,,-5.357517433179717,3.454719809039183,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,7,,-50.70105898552926,15.777480777338049,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,8,,-2.20617169925794,-0.10094975830666542,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,9,,-1.6148087165176566,0.413061108718479,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,10,,-10472.101451349263,16092.450368475917,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,11,,-2810.403343334156,-859.0258157706681,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,12,,2.309071561152476,4.9581231231308776,6649,6,SIN SOPORTE,1
ANHUI 5 STARS,BLACK PEARL,13,,-576.5451421448238,1846.3256988804062,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,14,,-664.6853424512909,144.81192486520263,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BLACK PEARL,15,,-164.3156697564867,-64.54204730427745,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,3,,-0.1904705168880359,1.1184042037423598,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,4,,-0.2700011277227471,0.23878693127856293,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,5,,-0.3194754337633285,0.5940286914237676,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,6,,-0.3493824823960554,2.583998369178249,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,7,,-2562.1991591784176,70.82425186364003,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,8,,-0.46420595851863466,-0.038340091753964495,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,9,,-282.0623152086298,323.9772775301496,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,10,,-148.05122504327443,2.425547988526475,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,11,,-87827.7653091696,85145.1836760786,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,12,,-0.3124088579233095,2.527886842820316,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,13,,1330.3460342842418,6312.2874538940105,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,14,,-1241.3375082841178,2071.3482073346186,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL RAINIER,15,,-453.8990061729066,119.89612679452068,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,3,,-0.1904705170623941,1.1184042038005226,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,4,,-0.27000112772278456,0.23878693127859596,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,5,,-0.31947543376296567,0.5940286914234016,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,6,,-5.35751743318105,3.454719809041653,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,7,,-50.701058981520404,15.77748077809381,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,8,,-2.2061716992609757,-0.10094975830351594,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,9,,-1.6148087165178915,0.41306110871871393,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,10,,-32668.94490251303,22732.182267282005,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,11,,-2414.6312115725004,274.15502461022584,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,12,,-7.3676857321918146,10.735131209963793,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,13,,36.15356951111455,63.06777790036329,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,14,,-220.3593233519364,155.6507658188943,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,CORAL,15,,-2336.2767016582857,-765.5310992158286,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,3,,-0.19047051695884576,1.118404203770796,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,4,,-0.2700011277229804,0.23878693127878825,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,5,,-0.3194754337635607,0.5940286914240029,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,6,,-1.3216144946483035,3.5172217522266056,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,7,,0.929764199392945,0.9456869123557577,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,8,,-0.1384976072336843,0.264419807028243,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,9,,-3349.0132762825533,-1797.901868637796,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,10,,-7841.635688705575,11382.196159286628,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,11,,-479.92252396957895,513.2181420562247,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,12,,-0.8860828842890194,3.5718839433148535,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,13,,-25567.176673676335,8421.005500580628,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,14,,-163.56211664249025,76.6472817877588,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,GLEN RED,15,,30.248475594462434,443.219885068609,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,3,,-0.1904705170401063,1.1184042037907134,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,4,,-0.27000112772284646,0.23878693127864964,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,5,,-0.31947543376347065,0.5940286914239111,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,6,,-5.357517433179363,3.4547198090396822,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,7,,-48.5030683287807,13.466376868137864,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,8,,-6.592425465531605,1.385293026927271,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,9,,-6.5697381650635105,10.687615836425689,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,10,,-33015.12167912742,14785.667576611242,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,11,,-599.3815903646955,466.7827727285529,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,12,,-21.42388144000639,52.62896941993543,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,13,,-295.4587552569092,294.1166469755799,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,14,,836.8411126067977,2708.334547139134,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,MEDA R TIGER,15,,-25.012561860857645,-1.5536570390145403,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,3,,-0.1904705169539132,1.1184042037653026,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,4,,-0.2700011277229179,0.23878693127873662,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,5,,-0.3194754337636294,0.5940286914240664,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,6,,-5.357517433172899,3.4547198090324223,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,7,,-50.70105898535364,15.777480777548853,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,8,,-2.206171699257179,-0.10094975830692898,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,9,-1.094995945864791,-1.2559300077023177,-0.9340618840385067,6649,6,PEOR,30
ANHUI 5 STARS,SWEET ARYANA,10,,-20.048576047815075,0.2169152894494566,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,11,,43.90101615730523,106.79191521722973,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,12,,-1.7803212764917968,2.11221156451517,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,13,,-151.21676874785905,250.97867740943315,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,14,,-342.7040363620659,210.14928726159678,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET ARYANA,15,,-101.81607451384538,70.95985768234878,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BING,3,,0.5367861129848953,1.4430923333652501,6649,6,SIN SOPORTE,1
ANHUI 5 STARS,BING,4,,-6.6844326551080915,4.615888262547237,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BING,5,,-716.3536725050845,-73.42162204095348,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BING,6,0.431148791522459,0.3391857968502552,0.5231117861952883,6649,6,MEJOR,135
ANHUI 5 STARS,BING,7,,-1.3394457173676577,-0.24001505664261447,6649,6,SIN SOPORTE,2
ANHUI 5 STARS,BING,8,-0.31971527656065035,-0.43413335164658884,-0.2052972013831727,6649,6,PEOR,45
ANHUI 5 STARS,BING,9,,-37.80543775313447,37.65125639459176,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BING,10,,-43910.08315442463,4232.270344480476,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BING,11,,-1254.2896351493578,-66.4474271521292,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BING,12,,-20.956582854614894,1.4338303842189184,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BING,13,,-594.0929126625488,-406.09089908195165,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BING,14,,-1744.4554741850575,2810.1540189331845,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BING,15,,-76.19604490061478,-28.915650043068908,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,3,,-0.17081890319662535,1.1510075617680895,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,4,,0.19268005113692305,0.36387272201315773,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,5,,-0.013353893462084127,0.454590154179692,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,6,,-0.10779828845579842,3.0456186580371147,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,7,,-1.3081263316619616,5.32185958668405,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,8,,-2.2099607408352284,-0.09205856669218848,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,9,,-0.3833966448445403,1.1353940085889485,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,10,,-10670.52818136218,3616.8835528522995,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,11,,-2349.9895782621475,349.2144905541802,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,12,,-0.17076501174098446,4.169898974965138,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,13,,-10261.22803809257,2833.975878973916,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,14,,-246.97555417422572,232.24130740340345,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SUE,15,,-2338.004977107146,-772.1763414441565,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SKEENA,3,,9.006684858079613,39.90951038935639,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SKEENA,4,1.4761434180477857,1.1523923842181998,1.799894451877364,6649,6,MEJOR,26
ANHUI 5 STARS,SKEENA,5,0.38220230551320644,0.2615459735960861,0.5028586374302197,6649,6,MEJOR,43
ANHUI 5 STARS,SKEENA,6,0.7632641238055573,0.6277081223118622,0.8988201252992435,6649,6,MEJOR,39
ANHUI 5 STARS,SKEENA,7,-2.4746147900984083,-3.1388441867109877,-1.8103853934858816,6649,6,PEOR,10
ANHUI 5 STARS,SKEENA,8,,-216.7709672581631,108.88896719927368,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SKEENA,9,,-408.53245003120594,3.147885963037453,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SKEENA,10,,-8.327067929657384,-3.1219691190536505,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SKEENA,11,,-2966.6529879718078,1182.695987949519,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SKEENA,12,,0.870480413592694,3.878336686442261,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SKEENA,13,,-9884.03687753891,2151.7609795591725,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SKEENA,14,,-11.778989595408358,32.233605362042915,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SKEENA,15,,-365.436218778419,-265.30121315708135,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET HEART,3,-1.484537562616323,-1.7175009868932398,-1.251574138339401,6649,6,PEOR,15
ANHUI 5 STARS,SWEET HEART,4,,2.5554285957554024,14.626396267450797,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET HEART,5,-0.25096801362925447,-0.3442092049723337,-0.1577268222860358,6649,6,PEOR,87
ANHUI 5 STARS,SWEET HEART,6,-0.7006121815960011,-0.9437605952264397,-0.45746376796554483,6649,6,PEOR,49
ANHUI 5 STARS,SWEET HEART,7,,-11.500717709465693,3.880748763439345,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET HEART,8,,0.012029314001845343,0.37294802012116224,6649,6,SIN SOPORTE,4
ANHUI 5 STARS,SWEET HEART,9,,-399.7928340858549,-236.5915119224459,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET HEART,10,,-4000.5588396469943,2016.2611855779646,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET HEART,11,,-1818.5906946479215,361.10730738850407,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET HEART,12,,-0.3347783214871738,4.117100332785904,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET HEART,13,,-10334.05214799006,2316.4534846599818,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET HEART,14,,-67631.33080933162,41810.9392077691,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,SWEET HEART,15,,-1698.248339155323,-25.436953889572123,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,3,,56.21516521907917,115.12066525856925,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,4,-1.4474136289264337,-1.5151679618534806,-1.3796592959993832,6649,6,PEOR,12
ANHUI 5 STARS,KORDIA,5,0.14921559976005483,-0.4556321320316007,0.7540633315511986,6649,6,INCIERTO,21
ANHUI 5 STARS,KORDIA,6,,-2.4137194827987676,-1.1701026111441033,6649,6,SIN SOPORTE,9
ANHUI 5 STARS,KORDIA,7,,-83.06964309236459,144.70992554062934,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,8,,9.843412962308442,75.31423912671458,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,9,,-24.92146825978594,338.22108045967354,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,10,,70.8667174635151,91.56537776564494,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,11,,-2325.2562779229875,270.8492805039084,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,12,,-0.17076501173208758,4.1698989749560695,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,13,,-10260.334087081894,2833.1381680450277,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,14,,-246.97555418132086,232.24130732145542,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,KORDIA,15,,-2338.00783858475,-772.1734899801321,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,3,,-0.1904705169403586,1.118404203753684,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,4,,-0.27000112772312085,0.23878693127893158,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,5,,-0.3194754337630885,0.594028691423529,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,6,,-5.357517433186035,3.4547198090458426,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,7,,-50.701058982904335,15.777480777720825,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,8,,-2.2061716992636953,-0.10094975830089625,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,9,,-0.9444868300580442,2.8463103393178146,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,10,,427.4449299687125,904.7034424653525,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,11,,-12.004632428775835,969.3746666849108,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,12,,-1.8971599681888067,8.551240533967519,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,13,,-83062.3961144299,138758.90195854608,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,14,,-464.12019378898617,-64.19417698257831,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,BROOKS,15,,-1565.7348981116893,9579.917601830231,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,3,,-0.1904705168556738,1.118404203722896,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,4,,-0.27000112772271573,0.23878693127851514,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,5,,-0.3194754337632233,0.5940286914236611,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,6,,-5.357517433177192,3.4547198090382505,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,7,,-50.701058981871384,15.7774807780985,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,8,,-2.206171699259002,-0.10094975830547526,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,9,,-1.591480276118109,0.3733746250404303,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,10,,-14116.428844839496,14403.952862173477,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,11,,-2820.6046526766313,1182.6450103091934,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,12,,0.6720843177676481,3.6294246622243307,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,13,,-9783.717354365352,1037.7854085645695,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,14,,-476.0833496268184,665.1847385683373,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,ROYAL LYNN,15,,-929.8258143621384,-383.6266719517411,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,AREKO,3,,-0.19047051703933937,1.1184042037920274,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,AREKO,4,,-0.27000112772273926,0.23878693127855222,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,AREKO,5,,-0.3194754337635603,0.5940286914239963,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,AREKO,6,,-5.357517433185046,3.454719809046501,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,AREKO,7,,-50.70105898069352,15.777480778116278,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,AREKO,8,,-2.2061716992634812,-0.1009497583011385,6649,6,SIN SOPORTE,0
ANHUI 5 STARS,AREKO,9,,-1.6148087165292624,0.4130611087296301,6649,6,SIN SOPORTE,0
