BROKER,CODENVASE,SEMANA,CATE,CI_LO,CI_HI,N,N_TEMP,DIRECCION,N_OBS
COUSH - CHAOQI,C0535100,9,0.4817530790511473,0.11690279812829085,0.846603359974,8955,6,MEJOR,895
COUSH - CHAOQI,C0535100,10,0.6666475960610332,0.38036994233899374,0.9529252497830761,8955,6,MEJOR,381
COUSH - CHAOQI,C0535100,11,-0.41940690845252837,-0.6658871666411543,-0.17292665026390674,8955,6,PEOR,487
COUSH - CHAOQI,C0535100,12,2.4490312547708264,2.2310012066945752,2.6670613028471486,8955,6,MEJOR,477
COUSH - CHAOQI,C0535100,13,2.6236497163772583,2.3735829680801315,2.873716226255806,8955,6,MEJOR,134
COUSH - CHAOQI,C0535100,14,-0.48794438231271897,-1.7301560382629952,0.7542672736377845,8955,6,INCIERTO,99
COUSH - CHAOQI,C0535100,15,,-337.81987789882487,695.6124318740716,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,3,,0.23990992018187673,1.8420792838290523,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,4,,5.774178150790787,7.289919985787238,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,5,,0.8595771692886481,2.298550461537762,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,6,,-2326.080539658869,611.0793603271127,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,7,,116.24411099779525,492.25339224171177,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,8,,-4.153324477753765,0.03895867488695037,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,9,,-1.4453383026464324,6.306205087594007,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,10,,-2484.1512513586,-2088.606564717679,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,11,,199.27721549962902,341.37478539054257,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,12,,878.7940432919625,1060.2294845752408,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,13,,977.0555859155629,3423.0386450073074,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,14,,-5.173866744872377,2.9358047423351747,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C4434125,15,,-3342.019182413519,-1959.9849376814739,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,3,,0.08602596698179532,2.485224742335932,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,4,,-200.70814160997048,43.52352785268387,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,5,,79.32164006978284,110.92688675000826,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,6,1.0407926198095083,0.8386538542707697,1.2429313965241178,8955,6,MEJOR,70
COUSH - CHAOQI,C0635120,7,,1083.3790947777934,1096.6627968874045,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,8,,57.112156393624616,83.19564300666514,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,9,,-331.97995498507163,-291.02463929553113,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,10,,10.61458432025447,13.968873953178809,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,11,,-0.30252634946202916,-0.0321985041144533,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,12,,1.5789904223281064,1.9455224206665196,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,13,,-0.969594416645874,-0.5666955786347377,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,C0635120,14,,-456.5362401208283,-403.9238998204212,8955,6,SIN SOPORTE,0
