,VARIEDAD,SEMANA,BROKER_OPTIMO,GANANCIA_VS_FF,CI_LO,CI_HI,DIRECCION
69,GLEN RED,7,SHANGHAI IVCSUN INDUSTRIAL DEV,0.17811753101278782,0.15492684859177083,0.20130821343380478,MEJOR
70,GLEN RED,8,SHANGHAI YUQIAN (Z FRUIT),0.7257023041166804,0.5428793624758905,0.9085252457576976,MEJOR
71,GLEN RED,9,FOREVER FRESH (SHANGHAI) FRUIT,0.0,0.0,0.0,REFERENCIA
72,GLEN RED,10,FOREVER FRESH (SHANGHAI) FRUIT,0.0,0.0,0.0,REFERENCIA
73,GLEN RED,11,SHANGHAI YUQIAN (Z FRUIT),3.312469250318827,0.5521849885647812,6.072753512014665,MEJOR
74,GLEN RED,12,SHENYANG QUPAI TRADING CO. LTD,1.8950744496960397,0.6996764455833193,3.0904724538087596,MEJOR
75,GLEN RED,13,FOREVER FRESH (SHANGHAI) FRUIT,0.0,0.0,0.0,REFERENCIA
76,GLEN RED,14,NINGBO XIANFENG FRUIT TRADING,1.6161453524109675,0.691851737093747,2.540438980752152,MEJOR
77,GLEN RED,15,FOREVER FRESH (SHANGHAI) FRUIT,0.0,0.0,0.0,REFERENCIA
78,KORDIA,3,FAIKEE FRUIT LIMITED,1.2749797339492943,-0.24746092786268115,2.797420395703062,INCIERTO
79,KORDIA,4,FAIKEE FRUIT LIMITED,0.9061618596952137,0.568945730238598,1.2433779891518186,MEJOR
80,KORDIA,5,HING LEE AND COMPANY,1.7028241037037475,1.3923302727421307,2.01331793466616,MEJOR
81,KORDIA,6,JINHUA WUZHOU FRUIT CO. LTD ,2.536584630018936,1.972762410961277,3.1004068490769363,MEJOR
82,KORDIA,7,CHENS SUN GROUP,1.6935248444206081,1.3905420398414945,1.996507650513121,MEJOR
83,KORDIA,8,FAIKEE FRUIT LIMITED,1.3452489710471127,0.9345977010500617,1.7559002408695408,MEJOR
84,KORDIA,9,GUANGZHOU QINGUO IMPORT & EXPO,0.4159255470149219,0.2877243318080679,0.5441267650157435,MEJOR
85,KORDIA,10,JINHUA WUZHOU FRUIT CO. LTD ,3.1953040139051154,2.6862715912321224,3.704336435413955,MEJOR
86,KORDIA,11,FOREVER FRESH (SHANGHAI) FRUIT,0.0,0.0,0.0,REFERENCIA
87,KORDIA,12,FOREVER FRESH (SHANGHAI) FRUIT,0.0,0.0,0.0,REFERENCIA
88,KORDIA,13,FOREVER FRESH (SHANGHAI) FRUIT,0.0,0.0,0.0,REFERENCIA
89,KORDIA,14,FOREVER FRESH (SHANGHAI) FRUIT,0.0,0.0,0.0,REFERENCIA
90,KORDIA,15,FOREVER FRESH (SHANGHAI) FRUIT,0.0,0.0,0.0,REFERENCIA
