BROKER,CALIBRE,SEMANA,CATE,CI_LO,CI_HI,N,N_TEMP,DIRECCION,N_OBS
COUSH - CHAOQI,4J,12,,-149.13613425700316,352.1712926905762,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,4J,13,,-4902.629351503237,-3130.3888228229275,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,4J,14,,0.5118098951484176,6.231208031231023,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,4J,15,,13.471524008156777,169.0903454126033,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,3,,639.0314242071792,1275.012471736917,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,4,,-1.4621984921972242,1.0589617148903654,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,5,,1.8908043031322284,3.534165596204502,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,6,,-3.5599003598123993,-1.2357220165473657,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,7,,-7.11546422075726,-6.759881672641599,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,8,,-6.345358411808471,-3.7670464471276888,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,9,,-4.344651550261037,-2.8033860684364305,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,10,,-3.467473609415649,-0.7748754492475172,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,11,,2.1273779166768834,6.799634222594339,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,12,,-42.99165680723148,-5.0671985213591775,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,13,,0.7662626200061471,2.002573541639448,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,14,,-7.107049105907078,-5.864816410889166,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,XLD ,15,,-249.07090657914148,304.3291510931588,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,4JDD,3,,-453.58962809334355,92.76354971932264,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,4JDD,4,-1.1763463120719457,-5.201132551493118,2.848439927349311,8955,6,INCIERTO,10
COUSH - CHAOQI,4JDD,5,,0.6715901532686468,4.780580874391722,8955,6,SIN SOPORTE,5
COUSH - CHAOQI,4JDD,6,,4.016574138430087,9.30892726263167,8955,6,SIN SOPORTE,9
COUSH - CHAOQI,4JDD,7,2.796898441020346,1.7860637897004108,3.8077330923403663,8955,6,MEJOR,56
COUSH - CHAOQI,4JDD,8,8.69238556176424,7.305498945413833,10.079272178114648,8955,6,MEJOR,24
COUSH - CHAOQI,4JDD,9,5.061209093113693,3.1581065290042565,6.964311657223099,8955,6,MEJOR,36
COUSH - CHAOQI,4JDD,10,,-109.01211410003769,26.732940825905075,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,4JDD,11,,5.27340294861384,7.336363912164404,8955,6,SIN SOPORTE,8
COUSH - CHAOQI,4JDD,12,,0.5415367005562354,2.29140594675115,8955,6,SIN SOPORTE,5
COUSH - CHAOQI,4JDD,13,,308.4214769960623,723.3134247581705,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,4JDD,14,,-0.8656049764475997,3.8254631481313552,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,4JDD,15,,-1528.525160256031,-1437.4465406724357,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,3,,639.0314243983191,1275.0124721207935,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,4,,-1.462198492197096,1.0589617148904504,8955,6,SIN SOPORTE,5
COUSH - CHAOQI,5JDD,5,,1.8908043031323514,3.534165596204556,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,6,,-3.559900359812405,-1.2357220165473677,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,7,,-7.115464220757338,-6.759881672641677,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,8,,-6.345358411808455,-3.7670464471276333,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,9,,-4.344651550261039,-2.8033860684364313,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,10,,-3.467473609415669,-0.7748754492475396,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,11,,2.1273779166843436,6.799634222591793,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,12,,-42.991656806701805,-5.0671985213813535,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,13,,0.7662626202013184,2.0025735414151726,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,14,,-7.1070491058670555,-5.864816410925549,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JDD,15,,-249.0709065903804,304.3291510911373,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JD,3,,639.0314241556989,1275.0124716444134,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JD,4,,-1.4621984921971274,1.0589617148904107,8955,6,SIN SOPORTE,1
COUSH - CHAOQI,5JD,5,,1.8908043031323438,3.5341655962045855,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JD,6,,-3.559900359812393,-1.2357220165473701,8955,6,SIN SOPORTE,1
COUSH - CHAOQI,5JD,7,,-7.115464220757236,-6.759881672641594,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JD,8,,-6.345358411808504,-3.7670464471277127,8955,6,SIN SOPORTE,4
COUSH - CHAOQI,5JD,9,,-4.344651550261042,-2.8033860684364322,8955,6,SIN SOPORTE,2
COUSH - CHAOQI,5JD,10,,-3.467473609415643,-0.7748754492475092,8955,6,SIN SOPORTE,1
COUSH - CHAOQI,5JD,11,,1.8680076937001893,7.535798370322183,8955,6,SIN SOPORTE,2
COUSH - CHAOQI,5JD,12,,-42.991656807287995,-5.067198521354957,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JD,13,,0.31471542715982803,7.374110376329352,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JD,14,,-7.0785888501359615,-5.845640930756385,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5JD,15,,-279.4051912768985,367.99482391503557,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,3,,639.0314244153474,1275.0124721603447,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,4,,-1.4621984921973772,1.0589617148903476,8955,6,SIN SOPORTE,3
COUSH - CHAOQI,5J,5,,1.8908043031322452,3.5341655962044993,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,6,,-3.559900359812387,-1.2357220165473672,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,7,,-7.115464220757268,-6.759881672641619,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,8,,-6.345358411808393,-3.7670464471276532,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,9,,-4.344651550261042,-2.803386068436436,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,10,,-3.4674736094156615,-0.7748754492475332,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,11,,2.1273779166666262,6.799634222576649,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,12,,-42.991656806963206,-5.0671985213673345,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,13,,0.7662626201215056,2.0025735414804338,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,14,,-7.107049105909742,-5.864816410875586,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,5J,15,,-292.0081794102396,403.1226978148904,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,3,,639.0314242084394,1275.012471746688,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,4,,-1.4621984921973603,1.0589617148903026,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,5,,1.8908043031322852,3.5341655962045375,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,6,,-3.5599003598123953,-1.2357220165473597,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,7,,-7.115464220757292,-6.7598816726416375,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,8,,-6.3453584118084745,-3.7670464471276572,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,9,,-4.344651550261051,-2.803386068436443,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,10,,-3.467473609415663,-0.7748754492475316,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,11,,2.127377916689044,6.799634222604013,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,12,,-42.99165680692762,-5.067198521363807,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,13,,0.7662626199774958,2.0025735416535473,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,14,,-7.107049105986768,-5.864816410809475,8955,6,SIN SOPORTE,0
COUSH - CHAOQI,LDD,15,,-249.070906583416,304.32915109024106,8955,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,J,3,1.6520879723781707,-0.3263941068160292,3.630570051496207,23626,6,INCIERTO,20
FAIKEE FRUIT LIMITED,J,4,-1.1666382046782218,-1.5810591488780912,-0.7522172604783294,23626,6,PEOR,99
FAIKEE FRUIT LIMITED,J,5,-0.13931111951629482,-0.6505756255411383,0.371953386508577,23626,6,INCIERTO,98
FAIKEE FRUIT LIMITED,J,6,0.4968401921768111,0.13769283909126195,0.8559875452623583,23626,6,MEJOR,245
FAIKEE FRUIT LIMITED,J,7,-0.4914619573812331,-1.048085518767536,0.06516160400504134,23626,6,INCIERTO,248
FAIKEE FRUIT LIMITED,J,8,0.9765639429941384,0.15952665502914665,1.7936012309591336,23626,6,MEJOR,67
FAIKEE FRUIT LIMITED,J,9,-0.07037242889949624,-0.4135192149940708,0.2727743571950818,23626,6,INCIERTO,353
FAIKEE FRUIT LIMITED,J,10,-1.5052031506638741,-2.347514457321354,-0.6628918440209464,23626,6,PEOR,246
FAIKEE FRUIT LIMITED,J,11,-0.764669462308786,-1.2710190327573745,-0.25831989186019655,23626,6,PEOR,231
FAIKEE FRUIT LIMITED,J,12,8.692929268698208,6.840995655188254,10.544862882109935,23626,6,MEJOR,52
FAIKEE FRUIT LIMITED,J,13,-1.5234431352837419,-5.605061068311706,2.5581747976641847,23626,6,INCIERTO,33
FAIKEE FRUIT LIMITED,J,14,23.73179121688736,3.726891915694818,43.736690518138104,23626,6,MEJOR,12
FAIKEE FRUIT LIMITED,J,15,-1.2371924245817354,-5.740310412672378,3.265925563596218,23626,6,INCIERTO,22
FAIKEE FRUIT LIMITED,XL,3,,2.3538555388833178,3.9685680748633323,23626,6,SIN SOPORTE,4
FAIKEE FRUIT LIMITED,XL,4,-1.0282868900394533,-1.4190572794704932,-0.6375165004919982,23626,6,PEOR,135
FAIKEE FRUIT LIMITED,XL,5,2.429303141988635,1.5438079769598336,3.314798307016388,23626,6,MEJOR,94
FAIKEE FRUIT LIMITED,XL,6,-0.6144946772768982,-0.9457708101093271,-0.2832185444556818,23626,6,PEOR,183
FAIKEE FRUIT LIMITED,XL,7,0.2595486263655786,-0.17285471382438228,0.6919519665555109,23626,6,INCIERTO,71
FAIKEE FRUIT LIMITED,XL,8,0.3619686567607463,-0.06672955785905665,0.7906668713806841,23626,6,INCIERTO,132
FAIKEE FRUIT LIMITED,XL,9,2.776970119285295,2.0033622241374767,3.550578014432942,23626,6,MEJOR,60
FAIKEE FRUIT LIMITED,XL,10,-1.3579513405566104,-2.0476524089017314,-0.6682502725607355,23626,6,PEOR,47
FAIKEE FRUIT LIMITED,XL,11,-0.9986856397008523,-1.5000437495650853,-0.49732753100077254,23626,6,PEOR,93
FAIKEE FRUIT LIMITED,XL,12,1.0956107280799188,0.2619863901253736,1.9292350661508793,23626,6,MEJOR,92
FAIKEE FRUIT LIMITED,XL,13,,-4.494780829385846,-1.2944112421961198,23626,6,SIN SOPORTE,6
FAIKEE FRUIT LIMITED,XL,14,,-0.4302891462742158,2.9668076045512026,23626,6,SIN SOPORTE,8
FAIKEE FRUIT LIMITED,XL,15,,-14682.51596211088,-110.74814263144708,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,LD,3,-0.43325085804099217,-1.3902426952717715,0.5237409808196015,23626,6,INCIERTO,12
FAIKEE FRUIT LIMITED,LD,4,-1.421063588335528,-1.942934996928852,-0.8991921796257889,23626,6,PEOR,36
FAIKEE FRUIT LIMITED,LD,5,-0.9208321961632464,-1.789092623564688,-0.052571768587182155,23626,6,PEOR,16
FAIKEE FRUIT LIMITED,LD,6,-0.9156950926480931,-1.4919263736024533,-0.3394638116937331,23626,6,PEOR,61
FAIKEE FRUIT LIMITED,LD,7,-1.1289838259769502,-1.3998766574137749,-0.8580909945401212,23626,6,PEOR,44
FAIKEE FRUIT LIMITED,LD,8,0.9677228192376788,0.07581620897711205,1.8596294295273492,23626,6,MEJOR,51
FAIKEE FRUIT LIMITED,LD,9,-3.812702863047889,-4.309247612703801,-3.316158113391977,23626,6,PEOR,32
FAIKEE FRUIT LIMITED,LD,10,,110.56777999868612,126.41873047182341,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,LD,11,-1.781202956168272,-3.6583043895531246,0.09589847718020028,23626,6,INCIERTO,22
FAIKEE FRUIT LIMITED,LD,12,3.271352240270062,1.8744189792049466,4.668285501349729,23626,6,MEJOR,48
FAIKEE FRUIT LIMITED,LD,13,,5.851802288962636,25.847573857986724,23626,6,SIN SOPORTE,6
FAIKEE FRUIT LIMITED,LD,14,,0.28951898805809306,3.6234778010222595,23626,6,SIN SOPORTE,2
FAIKEE FRUIT LIMITED,LD,15,,-4.1465811468920695,6.159127812276503,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,L,3,,-3.9232149458259187,0.5642667093781588,23626,6,SIN SOPORTE,2
FAIKEE FRUIT LIMITED,L,4,-0.801756207481958,-1.112354869730251,-0.49115754529187267,23626,6,PEOR,73
FAIKEE FRUIT LIMITED,L,5,,0.5587023728443823,11.867568961446121,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,L,6,-0.8685689866542816,-2.495171222268117,0.7580333085641977,23626,6,INCIERTO,24
FAIKEE FRUIT LIMITED,L,7,-2.9536881577951135,-3.850735357596452,-2.0566409579937757,23626,6,PEOR,27
FAIKEE FRUIT LIMITED,L,8,-2.2714821147965267,-2.8449914218338703,-1.6979728077446312,23626,6,PEOR,24
FAIKEE FRUIT LIMITED,L,9,-0.5771120436256751,-1.245461859740407,0.09123777243084885,23626,6,INCIERTO,17
FAIKEE FRUIT LIMITED,L,10,,260.9126942574139,360.4439990927749,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,L,11,,-6.11613843732932,-0.5516283902513166,23626,6,SIN SOPORTE,9
FAIKEE FRUIT LIMITED,L,12,-1.23216236702865,-3.062851200703933,0.5985264664138021,23626,6,INCIERTO,33
FAIKEE FRUIT LIMITED,L,13,,-10.58392609197045,19.67117164238453,23626,6,SIN SOPORTE,4
FAIKEE FRUIT LIMITED,L,14,,-5.811470743511936,29.66240648297699,23626,6,SIN SOPORTE,1
FAIKEE FRUIT LIMITED,L,15,,-0.039282045803808785,8.698452949134769,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,JDD,3,1.0528173389611766,0.10798797129149174,1.9976467063980305,23626,6,MEJOR,69
FAIKEE FRUIT LIMITED,JDD,4,2.0386385040265456,1.4958477930483922,2.581429215004688,23626,6,MEJOR,196
FAIKEE FRUIT LIMITED,JDD,5,2.6999864425794904,2.054115021804616,3.345857863354365,23626,6,MEJOR,270
FAIKEE FRUIT LIMITED,JDD,6,2.7759765539439556,2.1537078581732247,3.3982452497133577,23626,6,MEJOR,247
FAIKEE FRUIT LIMITED,JDD,7,-0.05418091015270754,-0.6565140091181381,0.5481521888127193,23626,6,INCIERTO,164
FAIKEE FRUIT LIMITED,JDD,8,1.3610277406267688,0.8345769932571251,1.8874784879964106,23626,6,MEJOR,213
FAIKEE FRUIT LIMITED,JDD,9,0.274978460305189,-0.18436677917354288,0.7343236997908336,23626,6,INCIERTO,293
FAIKEE FRUIT LIMITED,JDD,10,-1.0654542173614097,-1.8503514106514833,-0.2805570240713362,23626,6,PEOR,262
FAIKEE FRUIT LIMITED,JDD,11,0.295237668129138,-0.3827677309110674,0.9732430671693433,23626,6,INCIERTO,154
FAIKEE FRUIT LIMITED,JDD,12,0.9932601644592154,-0.24910009720335546,2.2356204261217894,23626,6,INCIERTO,85
FAIKEE FRUIT LIMITED,JDD,13,-1.950997085306085,-4.064262255232576,0.16226808462040587,23626,6,INCIERTO,38
FAIKEE FRUIT LIMITED,JDD,14,1.0725230911770132,0.07312715330538666,2.07191902904864,23626,6,MEJOR,34
FAIKEE FRUIT LIMITED,JDD,15,,1.879865476408578,10.892791222106187,23626,6,SIN SOPORTE,5
FAIKEE FRUIT LIMITED,JD,3,-4.590762333477507,-5.725076674162481,-3.456447992792632,23626,6,PEOR,161
FAIKEE FRUIT LIMITED,JD,4,0.9399342292912198,0.5095514434147466,1.3703170151676825,23626,6,MEJOR,445
FAIKEE FRUIT LIMITED,JD,5,-0.0054699467991710105,-0.7002429295096588,0.6893030359113171,23626,6,INCIERTO,465
FAIKEE FRUIT LIMITED,JD,6,-1.0170013044649653,-1.2767736010104294,-0.7572290079194888,23626,6,PEOR,551
FAIKEE FRUIT LIMITED,JD,7,0.6340181286984681,0.22713211708528497,1.040904140311651,23626,6,MEJOR,384
FAIKEE FRUIT LIMITED,JD,8,0.9277045997488038,0.563708618089533,1.2917005814080817,23626,6,MEJOR,418
FAIKEE FRUIT LIMITED,JD,9,-0.064736387656527,-0.4312682905429893,0.3017955152299397,23626,6,INCIERTO,271
FAIKEE FRUIT LIMITED,JD,10,2.076751845608811,1.1787527219031977,2.974750969314538,23626,6,MEJOR,205
FAIKEE FRUIT LIMITED,JD,11,0.2050699934329847,-0.1725066150387249,0.5826466019047494,23626,6,INCIERTO,264
FAIKEE FRUIT LIMITED,JD,12,1.2014477128889212,-0.010739845710015183,2.4136352714870615,23626,6,INCIERTO,120
FAIKEE FRUIT LIMITED,JD,13,2.64179766300842,-1.7410949946994414,7.02469032071626,23626,6,INCIERTO,25
FAIKEE FRUIT LIMITED,JD,14,15.326427956079021,1.8567437372006044,28.796112174957415,23626,6,MEJOR,23
FAIKEE FRUIT LIMITED,JD,15,,9.93952166061127,21.08330160400009,23626,6,SIN SOPORTE,1
FAIKEE FRUIT LIMITED,2JDD,3,4.290325283829588,3.0178177451176253,5.5628328225415515,23626,6,MEJOR,59
FAIKEE FRUIT LIMITED,2JDD,4,1.705946463320007,1.127119127602129,2.2847737990378967,23626,6,MEJOR,169
FAIKEE FRUIT LIMITED,2JDD,5,3.9567292836907697,3.3189451495629383,4.59451341781858,23626,6,MEJOR,171
FAIKEE FRUIT LIMITED,2JDD,6,0.17575091858785186,-0.4720910428307482,0.8235928800064801,23626,6,INCIERTO,214
FAIKEE FRUIT LIMITED,2JDD,7,-0.527463427886679,-1.2942012979880155,0.2392744422146591,23626,6,INCIERTO,177
FAIKEE FRUIT LIMITED,2JDD,8,1.6688843698826281,1.1723196533317364,2.1654490863436964,23626,6,MEJOR,201
FAIKEE FRUIT LIMITED,2JDD,9,-0.7646739200563193,-1.5013658922372324,-0.027981947875058144,23626,6,PEOR,350
FAIKEE FRUIT LIMITED,2JDD,10,0.04247772008190509,-0.49703722249654425,0.5819926626599422,23626,6,INCIERTO,302
FAIKEE FRUIT LIMITED,2JDD,11,0.8932649047778574,0.2382524367310912,1.5482773728118424,23626,6,MEJOR,91
FAIKEE FRUIT LIMITED,2JDD,12,1.987877122558296,1.033752475537602,2.9420017695790084,23626,6,MEJOR,109
FAIKEE FRUIT LIMITED,2JDD,13,-1.7414084887180934,-2.8536681372949833,-0.6291488401414311,23626,6,PEOR,41
FAIKEE FRUIT LIMITED,2JDD,14,3.9522652199541426,2.06154531895064,5.8429851209581,23626,6,MEJOR,38
FAIKEE FRUIT LIMITED,2JDD,15,3.392060755897546,-0.373573945095405,7.157695456832289,23626,6,INCIERTO,12
FAIKEE FRUIT LIMITED,XLD,3,0.9906258854878818,0.12961020998440953,1.8516415609916947,23626,6,MEJOR,57
FAIKEE FRUIT LIMITED,XLD,4,0.301245871377545,-0.111679145624198,0.7141708883792879,23626,6,INCIERTO,126
FAIKEE FRUIT LIMITED,XLD,5,0.8625208050692451,0.17946831770063443,1.5455732929266919,23626,6,MEJOR,371
FAIKEE FRUIT LIMITED,XLD,6,0.13914828604919016,-0.11754618216974871,0.3958427542712021,23626,6,INCIERTO,387
FAIKEE FRUIT LIMITED,XLD,7,-1.4246812435896175,-1.9998018573313467,-0.8495606298478954,23626,6,PEOR,197
FAIKEE FRUIT LIMITED,XLD,8,2.4080571620333338,1.9302041270438783,2.8859101970227323,23626,6,MEJOR,197
FAIKEE FRUIT LIMITED,XLD,9,1.430161269539083,0.8489903714829781,2.0113321675920917,23626,6,MEJOR,179
FAIKEE FRUIT LIMITED,XLD,10,-0.6735895579340649,-1.4021200117053798,0.05494089587272011,23626,6,INCIERTO,101
FAIKEE FRUIT LIMITED,XLD,11,-1.0782081378048947,-1.3895353767359382,-0.7668808988740075,23626,6,PEOR,159
FAIKEE FRUIT LIMITED,XLD,12,1.6819437565281987,0.9167992057983411,2.4470883072580563,23626,6,MEJOR,149
FAIKEE FRUIT LIMITED,XLD,13,,-14.453000256791857,-1.8278286855782806,23626,6,SIN SOPORTE,8
FAIKEE FRUIT LIMITED,XLD,14,-1.1353995891895465,-4.745384639724374,2.4745854612797973,23626,6,INCIERTO,10
FAIKEE FRUIT LIMITED,XLD,15,,97.70488237404416,474.0777100701708,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,3,,1.8859871029700495,8.436361157845363,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,4,,-2.2609819607598616,-0.9277674298148663,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,5,,1.1723077366874501,1.8093740518945227,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,6,,-0.3270386290922418,-0.04554365827609316,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,7,,-1.2730909247035702,-0.7312022423518239,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,8,,-3.323888593797883,-0.012105860840584182,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,9,,0.9337915563854295,2.7080604389851572,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,10,,-4.18435094681499,-2.036683455539259,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,11,,-5.432595827679779,-2.660123225552842,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,12,,-0.47018197403726236,2.058801613448525,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,13,,-10.264774738567697,1.6138253023860045,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,14,,0.03829730808968823,2.740764107215789,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,XLDD,15,,-2.0438613609291214,4.579588645068405,23626,6,SIN SOPORTE,0
FAIKEE FRUIT LIMITED,4JD,3,1.118497651469852,-4.8573356057252015,7.094330908659674,23626,6,INCIERTO,10
FAIKEE FRUIT LIMITED,4JD,4,-5.061672831844763,-7.492101966726905,-2.631243696962617,23626,6,PEOR,61
FAIKEE FRUIT LIMITED,4JD,5,0.6138698307974835,-0.38807527871778813,1.6158149403126554,23626,6,INCIERTO,51
FAIKEE FRUIT LIMITED,4JD,6,2.861413556093151,2.3260330164996317,3.3967940956866878,23626,6,MEJOR,75
FAIKEE FRUIT LIMITED,4JD,7,2.7727787857559747,2.083798639939392,3.4617589315725215,23626,6,MEJOR,105
FAIKEE FRUIT LIMITED,4JD,8,2.9909805103787477,2.588133952170257,3.3938270685872456,23626,6,MEJOR,137
FAIKEE FRUIT LIMITED,4JD,9,2.6620590446712313,0.974162508099597,4.349955581242858,23626,6,MEJOR,168
FAIKEE FRUIT LIMITED,4JD,10,3.7660071009218186,1.6491971835871624,5.882817018256453,23626,6,MEJOR,94
FAIKEE FRUIT LIMITED,4JD,11,-6.5658090894973995,-8.97452698840893,-4.157091190585873,23626,6,PEOR,11
FAIKEE FRUIT LIMITED,4JD,12,-4.433484435069218,-6.860740904354465,-2.006227965783858,23626,6,PEOR,56
FAIKEE FRUIT LIMITED,4JD,13,-3.0934428905907225,-6.014680763518379,-0.172205017662157,23626,6,PEOR,23
FAIKEE FRUIT LIMITED,4JD,14,-2.712264776295516,-5.676819279749635,0.2522897271586264,23626,6,INCIERTO,16
FAIKEE FRUIT LIMITED,4JD,15,,-4.327037805276694,10.165508829224624,23626,6,SIN SOPORTE,2
FAIKEE FRUIT LIMITED,3JDD,3,7.0489656906574965,3.5292197680758965,10.568711613471926,23626,6,MEJOR,21
FAIKEE FRUIT LIMITED,3JDD,4,0.7470415250339504,-0.09081485337639161,1.5848979034443,23626,6,INCIERTO,96
FAIKEE FRUIT LIMITED,3JDD,5,3.317914822409655,1.9166660119098184,4.71916363290952,23626,6,MEJOR,119
FAIKEE FRUIT LIMITED,3JDD,6,-0.4032819564926058,-1.4068681910079204,0.6003042780226944,23626,6,INCIERTO,119
FAIKEE FRUIT LIMITED,3JDD,7,-0.5536272283169978,-1.3511427220495666,0.24388826541559916,23626,6,INCIERTO,161
FAIKEE FRUIT LIMITED,3JDD,8,2.06219529142631,1.3270271803151457,2.797363402537473,23626,6,MEJOR,157
FAIKEE FRUIT LIMITED,3JDD,9,3.9155525625724774,3.1331795008046353,4.697925624340366,23626,6,MEJOR,360
FAIKEE FRUIT LIMITED,3JDD,10,0.1135766818616375,-0.9268235833268912,1.1539769470502157,23626,6,INCIERTO,264
FAIKEE FRUIT LIMITED,3JDD,11,0.8117143251776593,-0.30536431443280887,1.9287929647894329,23626,6,INCIERTO,74
FAIKEE FRUIT LIMITED,3JDD,12,4.2946347875036075,3.4250483141163355,5.164221260890874,23626,6,MEJOR,149
FAIKEE FRUIT LIMITED,3JDD,13,0.06298037546903895,-1.348414901259548,1.474375652197621,23626,6,INCIERTO,43
FAIKEE FRUIT LIMITED,3JDD,14,3.5010710076605847,2.185326149186549,4.81681586613553,23626,6,MEJOR,28
FAIKEE FRUIT LIMITED,3JDD,15,3.0266156110640576,-0.7606054555922643,6.813836677720379,23626,6,INCIERTO,12
FAIKEE FRUIT LIMITED,3JD,3,5.402582766247178,2.4191290457039503,8.386036486804048,23626,6,MEJOR,23
FAIKEE FRUIT LIMITED,3JD,4,2.2546186339797827,1.2865794893728633,3.222657778586653,23626,6,MEJOR,171
FAIKEE FRUIT LIMITED,3JD,5,0.5338361375756913,-0.14084168680692355,1.2085139619580776,23626,6,INCIERTO,161
FAIKEE FRUIT LIMITED,3JD,6,0.5498827846348249,0.15627514577163304,0.9434904234980024,23626,6,MEJOR,431
FAIKEE FRUIT LIMITED,3JD,7,1.4697917507862517,1.0968254473070422,1.8427580542654718,23626,6,MEJOR,315
FAIKEE FRUIT LIMITED,3JD,8,1.904947133489805,1.507871571850044,2.3020226951295815,23626,6,MEJOR,215
FAIKEE FRUIT LIMITED,3JD,9,2.8015257434806724,1.9293459268550095,3.673705560106342,23626,6,MEJOR,298
FAIKEE FRUIT LIMITED,3JD,10,3.1871664581265655,1.8790182750252478,4.495314641227869,23626,6,MEJOR,162
FAIKEE FRUIT LIMITED,3JD,11,-1.421476937336025,-2.407837247477664,-0.43511662719438804,23626,6,PEOR,91
