BROKER,SEMANA,CATE,CI_LO,CI_HI,N,N_TEMP,DIRECCION,N_OBS
"WDJ UNISUPPLYING CO.,LTD ",4,0.21247754217727338,0.1407592856018846,0.2841957987526621,5075,6,MEJOR,450
"WDJ UNISUPPLYING CO.,LTD ",5,0.37199874239595343,0.3261399891028061,0.4178574956891006,5075,6,MEJOR,616
"WDJ UNISUPPLYING CO.,LTD ",6,0.07032876776362196,0.03421167900015387,0.10644585652709002,5075,6,MEJOR,966
"WDJ UNISUPPLYING CO.,LTD ",7,-0.10128848811923001,-0.13579529922158134,-0.0667816770168787,5075,6,PEOR,786
"WDJ UNISUPPLYING CO.,LTD ",8,0.19176328884003244,0.1660403462651862,0.21748623141487855,5075,6,MEJOR,786
"WDJ UNISUPPLYING CO.,LTD ",9,-0.4883393034471446,-0.5695216695092201,-0.4071569373850693,5075,6,PEOR,593
"WDJ UNISUPPLYING CO.,LTD ",10,-0.17850829157977116,-0.24575435142876306,-0.11126223173077923,5075,6,PEOR,343
"WDJ UNISUPPLYING CO.,LTD ",11,-0.19189311554003557,-0.29594455580344425,-0.08784167527662709,5075,6,PEOR,243
"WDJ UNISUPPLYING CO.,LTD ",12,0.638486767643062,0.5218505319143483,0.7551230033717757,5075,6,MEJOR,180
"WDJ UNISUPPLYING CO.,LTD ",13,,0.37019962231078596,1.437993623674552,5075,6,SIN SOPORTE,0
"WDJ UNISUPPLYING CO.,LTD ",14,0.9946098494921399,0.7912242996544246,1.197995399329855,5075,6,MEJOR,64
"WDJ UNISUPPLYING CO.,LTD ",15,,0.784114926974341,1.1760020477471427,5075,6,SIN SOPORTE,0
JIAXING HUATONG FRUIT CO. LTD,3,1.078829077285239,0.9318297307680974,1.2258284238023804,8327,6,MEJOR,272
JIAXING HUATONG FRUIT CO. LTD,4,0.09833078787820781,-0.02780680974744111,0.22446838550385678,8327,6,INCIERTO,588
JIAXING HUATONG FRUIT CO. LTD,5,0.05192764734838197,0.012168531394652404,0.0916867633021115,8327,6,MEJOR,1253
JIAXING HUATONG FRUIT CO. LTD,6,0.24875106247341927,0.19367986653574215,0.3038222584110964,8327,6,MEJOR,1273
JIAXING HUATONG FRUIT CO. LTD,7,-0.15003887505130273,-0.17420697816436131,-0.12587077193824403,8327,6,PEOR,1011
JIAXING HUATONG FRUIT CO. LTD,8,-0.018641039702559595,-0.0711104047330529,0.033828325327933687,8327,6,INCIERTO,1526
JIAXING HUATONG FRUIT CO. LTD,9,-0.1372095298339538,-0.23758450844392545,-0.03683455122398209,8327,6,PEOR,616
JIAXING HUATONG FRUIT CO. LTD,10,-0.2921929981611459,-0.37861412156374485,-0.20577187475854697,8327,6,PEOR,752
JIAXING HUATONG FRUIT CO. LTD,11,-0.2475440638557955,-0.3008688819556767,-0.19421924575591448,8327,6,PEOR,604
JIAXING HUATONG FRUIT CO. LTD,12,0.37735676980927035,0.26888258469844833,0.4858309549200927,8327,6,MEJOR,288
JIAXING HUATONG FRUIT CO. LTD,13,-0.12464433162572629,-0.5316108743167114,0.28232221106525873,8327,6,INCIERTO,91
JIAXING HUATONG FRUIT CO. LTD,14,0.8083226076582113,0.6722412786187751,0.9444039366976479,8327,6,MEJOR,53
JIAXING HUATONG FRUIT CO. LTD,15,,7.974716070724185,89.98760074661308,8327,6,SIN SOPORTE,0
"SHANGHAI FRUITDAY CO.,LTD",3,,-0.9430895322903613,0.032718978540424715,4412,5,SIN SOPORTE,0
"SHANGHAI FRUITDAY CO.,LTD",4,,-3.2599857384597084,3.5123395407135076,4412,5,SIN SOPORTE,6
"SHANGHAI FRUITDAY CO.,LTD",5,0.14531887445669675,0.12286269073777638,0.1677750581756171,4412,5,MEJOR,624
"SHANGHAI FRUITDAY CO.,LTD",6,0.11273387847326949,0.0728457996318829,0.15262195731465608,4412,5,MEJOR,893
"SHANGHAI FRUITDAY CO.,LTD",7,-0.1116070568824062,-0.14720264130362568,-0.07601147246118689,4412,5,PEOR,685
"SHANGHAI FRUITDAY CO.,LTD",8,0.11727660617008706,0.0649410701799745,0.16961214216019962,4412,5,MEJOR,658
"SHANGHAI FRUITDAY CO.,LTD",9,0.08653971516152695,-0.001916206332346987,0.1749956366554009,4412,5,INCIERTO,312
"SHANGHAI FRUITDAY CO.,LTD",10,0.2207721029900115,0.1456826905994582,0.29586151538056493,4412,5,MEJOR,563
"SHANGHAI FRUITDAY CO.,LTD",11,-0.16982197327689924,-0.20984854235229614,-0.12979540420150232,4412,5,PEOR,330
"SHANGHAI FRUITDAY CO.,LTD",12,0.6699003385502923,0.569035992017294,0.7707646850832897,4412,5,MEJOR,253
"SHANGHAI FRUITDAY CO.,LTD",13,-0.28551980512340674,-0.3980663060296069,-0.17297330421720636,4412,5,PEOR,88
"SHANGHAI FRUITDAY CO.,LTD",14,,-0.5042957597622533,-0.11916261923405502,4412,5,SIN SOPORTE,0
"SHANGHAI FRUITDAY CO.,LTD",15,,-0.4566826919337623,-0.12747727268798897,4412,5,SIN SOPORTE,0
PEACE FRUIT,3,,-1.3686527448794639,-0.3576466315997585,2123,5,SIN SOPORTE,6
PEACE FRUIT,4,0.23435702532165356,0.18826007942076664,0.28045397122254045,2123,5,MEJOR,119
PEACE FRUIT,5,0.19689866556983066,0.15826805595707422,0.2355292751825871,2123,5,MEJOR,338
PEACE FRUIT,6,-1.4025966924982427,-1.7108884373839728,-1.0943049476125137,2123,5,PEOR,180
PEACE FRUIT,7,0.017624611966107966,-0.11364437013884557,0.14889359407106145,2123,5,INCIERTO,288
PEACE FRUIT,8,-0.07804357693702728,-0.14915241228651765,-0.006934741587536902,2123,5,PEOR,237
PEACE FRUIT,9,0.21119391075356828,0.16892923070309315,0.25345859080404354,2123,5,MEJOR,318
PEACE FRUIT,10,-0.036125230100212645,-0.07569577733135854,0.003445317130933226,2123,5,INCIERTO,153
PEACE FRUIT,11,0.14554457531410658,0.08504029642856348,0.20604885419964963,2123,5,MEJOR,235
PEACE FRUIT,12,0.3597335101437083,0.28897380115182597,0.4304932191355906,2123,5,MEJOR,75
PEACE FRUIT,13,0.16858912696212755,0.07916319881802072,0.25801505510623435,2123,5,MEJOR,78
PEACE FRUIT,14,0.1941314871031522,0.08890170095094468,0.2993612732553599,2123,5,MEJOR,96
PEACE FRUIT,15,,0.06129052122903439,0.3314730199508912,2123,5,SIN SOPORTE,0
FRUTACLOUD,3,,-8.16963168330857,-0.6931251502522979,4777,4,SIN SOPORTE,0
FRUTACLOUD,4,19.367208277456278,10.250880900754938,28.483535654157482,4777,4,MEJOR,92
FRUTACLOUD,5,0.2491591387129254,0.19420189083754574,0.30411638658830503,4777,4,MEJOR,745
FRUTACLOUD,6,-0.06872322393403314,-0.09369749554868592,-0.043748952319380544,4777,4,PEOR,801
FRUTACLOUD,7,-0.31339773117368924,-0.3660436574018387,-0.2607518049455396,4777,4,PEOR,693
FRUTACLOUD,8,0.49916043031654145,0.4373917291483291,0.5609291314847538,4777,4,MEJOR,393
FRUTACLOUD,9,0.03844659133254244,-0.034269214052181016,0.11116239671726588,4777,4,INCIERTO,664
FRUTACLOUD,10,-0.15686669247682622,-0.1849854232252146,-0.12874796172843794,4777,4,PEOR,468
FRUTACLOUD,11,-0.07936899112487528,-0.10854694781468548,-0.050191034435065146,4777,4,PEOR,769
FRUTACLOUD,12,0.310591060446503,0.2580402414665721,0.3631418794264333,4777,4,MEJOR,128
FRUTACLOUD,13,0.11362724660721647,-5.051447491475412,5.278701984689843,4777,4,INCIERTO,24
FRUTACLOUD,14,,-7.554934388083593,7.141653668796929,4777,4,SIN SOPORTE,0
FRUTACLOUD,15,,-31.196618181371665,59.29504336043924,4777,4,SIN SOPORTE,0
