BROKER,CALIBRE,SEMANA,CATE,CI_LO,CI_HI,N,N_TEMP,DIRECCION
ANHUI 5 STARS,XL,8,0.8036682558021278,0.7302970931446516,0.8770394184596163,6649,6,MEJOR
ANHUI 5 STARS,XL,9,0.9181668273979042,0.8208043913198678,1.0155292634866697,6649,6,MEJOR
ANHUI 5 STARS,XL,10,-45.53794788107916,-144.4164410955707,53.340545667407895,6649,6,INCIERTO
ANHUI 5 STARS,XL,11,-7.896403123151686,-10.667559458446913,-5.125246727778878,6649,6,PEOR
ANHUI 5 STARS,XL,12,-18.716251967030985,-27.70944275358677,-9.723061163711394,6649,6,PEOR
ANHUI 5 STARS,XL,13,-0.7997079615455789,-9.692286253392046,8.092870330302421,6649,6,INCIERTO
ANHUI 5 STARS,XL,14,272.62463758606464,-113.40588881756872,658.6551730314432,6649,6,INCIERTO
ANHUI 5 STARS,XL,15,51.44339766312987,-23.265134973190214,126.15193030611836,6649,6,INCIERTO
ANHUI 5 STARS,LD,3,-121.17986434075283,-395.26213121410876,152.90240607453921,6649,6,INCIERTO
ANHUI 5 STARS,LD,4,46.2020107016433,13.477446931053152,78.92657485314439,6649,6,MEJOR
ANHUI 5 STARS,LD,5,-13.099217445211252,-14.612783604450767,-11.585651564058837,6649,6,PEOR
ANHUI 5 STARS,LD,6,0.337082069098642,0.22675373291861445,0.44741040575274366,6649,6,MEJOR
ANHUI 5 STARS,LD,7,-0.09534120917666157,-0.1859572660328257,-0.004725152320498596,6649,6,PEOR
