BROKER,CALIBRE,SEMANA,CATE,CI_LO,CI_HI,N,N_TEMP,DIRECCION
"FUJIAN SUN VIRTUE CO.,LTD",2J,12,0.6622440600745563,0.17035274020404306,1.1541353799445577,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2J,13,1.0286946750165953,-0.06317147159063019,2.120560821618364,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",2J,14,0.3064435692897405,0.17029667507037916,0.44259046350864706,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2J,15,-0.39756126029010375,-3.077195344906252,2.2820728243392314,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",2JD,3,0.1757245560293086,0.0436638806770184,0.30778523155622173,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,4,0.474011523976837,0.37621435037703754,0.5718086975766347,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,5,0.37239705316952043,0.2743425183296765,0.47045158800936415,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,6,0.10539662190439048,0.07542965933094986,0.1353635844778311,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,7,0.09079495306473562,0.0709880556361145,0.11060185049335629,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,8,0.11148537184392304,0.05006605091039128,0.17290469277745213,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,9,0.5675401451042847,0.4054039057152874,0.7296763844932834,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,10,0.06665318370808793,0.010469508581432849,0.12283685883474388,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,11,0.06311147233087899,-0.05870712814132434,0.18493007280308363,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",2JD,12,0.48958776551522476,0.23891755940166254,0.7402579716288011,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,13,0.0362114009071689,-0.18407125834525342,0.25649406015959075,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",2JD,14,0.4113023689496913,0.2681783082167618,0.5544264297844841,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",2JD,15,1.0883592951577157,0.6378254322214238,1.5388931580940075,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,3,1.5861135330685414,0.7842517904628664,2.3879752756740884,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,4,0.498619830289881,0.16757974932694952,0.8296599112528195,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,5,0.16441869225354955,-0.00930586327476407,0.3381432477830213,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",3J,6,-0.19314825939383604,-0.25902800480784094,-0.12726851397983072,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,7,-0.34401254501098677,-0.4666314779392833,-0.22139361208269565,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,8,-1.682660779660643,-2.4318508280304885,-0.933470731290404,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,9,0.6541706041539914,0.565267845217817,0.7430733630929405,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,10,1.1832732079480213,0.9139532112726192,1.4525932046233807,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,11,0.22411599782173042,-0.21065457350937283,0.6588865691464139,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",3J,12,1.4413340543978848,0.7815003566067965,2.101167751781519,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,13,0.039357420041937985,-0.15989316623152888,0.23860800631506376,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",3J,14,0.618944038884365,0.4391539891781387,0.7987340885833153,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",3J,15,2.9264741918159416,-1.4573944556043585,7.310342836471377,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4J,3,2.523727210535526,1.2682320134982203,3.779222471263381,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4J,4,2.520482361316681,1.624729606386323,3.416235235456328,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4J,5,-0.0007491622328659187,-0.3285008595284617,0.32700253506273647,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4J,6,0.060224385265236435,-0.08556501556003457,0.20601378609045767,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4J,7,1.1474723777724751,0.29870973967583925,1.9962350158691153,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4J,8,-0.3562308599315287,-0.5227849621284005,-0.18967675772061657,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",4J,9,1.1998470161776738,1.0351426737531777,1.364551358602129,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4J,10,-2.3459653676669965,-3.450135125001112,-1.2417956103328907,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",4J,11,0.0782776910652574,-0.2968954227628074,0.45345080489308404,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4J,12,-0.7331956307953078,-1.0429703530624164,-0.42342090864597887,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",4J,13,-2.6390530139951807,-4.428024055928732,-0.8500819720216122,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",4J,14,1.4649078967553204,0.5658678222152586,2.363947971295381,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4J,15,-3.535926747726876,-6.170910879709099,-0.9009426157619345,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,3,0.9675980774875907,0.450768733881333,1.4844274210991606,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,4,0.3818103554990646,0.2127634886150283,0.5508572223831026,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,5,0.40428791783376994,0.3281765008169796,0.4803993348505372,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,6,-0.13422873786792588,-0.15963258054977786,-0.10882489518607442,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,7,-0.16593154898075824,-0.2656389803520258,-0.06622411760949422,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,8,0.1347262391040811,-0.062114462510643315,0.33156694071880904,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,9,-0.12843807741713564,-0.2982243432077628,0.04134818837348214,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,10,0.10133319185973022,-0.07437836711085558,0.27704475083031954,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,11,-0.2780065668881466,-0.4592624748182363,-0.09675065895758136,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,12,0.6622440600746131,0.17035274020419655,1.1541353799448022,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,13,1.0286946750156858,-0.06317147158860403,2.1205608216217944,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,14,0.3064435692897405,0.17029667507509005,0.4425904635053004,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",XLD ,15,-0.39756126029101324,-3.0771953449618343,2.2820728243738957,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,3,76.953190893694,51.58045474329522,102.32592704447977,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,4,0.054566188839721086,-0.4498404799514253,0.5589728576309029,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,5,-0.8942279890179634,-1.9341741352565738,0.14571815628932416,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,6,-2.2534096487887894,-3.052003874511483,-1.4548154230654426,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,7,0.016629776164315047,-0.35841778339288843,0.3916773357215291,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,8,0.5383281600661576,0.27364551114294666,0.8030108080580458,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,9,-0.15140941651378004,-0.31187580290029604,0.009056969872735965,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,10,1.1601030996478414,0.8453462984393519,1.4748599008563095,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,11,1.0903849642519987,0.6595203710096114,1.5212495574943907,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,12,0.6802014479512357,0.4081845351287027,0.9522183607737686,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,13,0.8506432837104054,0.6396757499437632,1.061610817477048,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,14,-0.2610893391920053,-0.692596461481573,0.1704177830975629,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",4JDD,15,0.7632608058993355,-0.008477429928827385,1.5349990417529642,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,3,0.9675980774868167,0.45076873388101746,1.4844274210979262,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,4,0.38181035549906817,0.212763488615029,0.5508572223831055,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,5,0.4042879178337708,0.3281765008170064,0.480399334850569,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,6,-0.13422873786792625,-0.15963258054977725,-0.1088248951860739,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,7,-0.16593154898075824,-0.26563898035202493,-0.06622411760949509,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,8,0.13472623910408288,-0.06211446251064415,0.3315669407188063,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,9,-0.12843807741713997,-0.2982243432077611,0.041348188373483974,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,10,0.10133319185973377,-0.07437836711085574,0.27704475083031616,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,11,-0.2780065668874445,-0.4592624748176857,-0.09675065895697824,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,12,0.6622440600743857,0.17035274020426316,1.1541353799447356,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,13,1.0286946750129573,-0.06317147158361691,2.1205608216186262,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,14,0.30644356929065,0.17029667508024082,0.4425904634987854,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JDD,15,-0.39756126028783,-3.077195344901103,2.2820728243454513,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5JD,3,0.9675980774882258,0.45076873388135685,1.4844274211010027,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JD,4,0.38181035549906284,0.21276348861502767,0.5508572223831015,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JD,5,0.4042879178337806,0.32817650081698835,0.4803993348505462,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JD,6,-0.13422873786792638,-0.1596325805497779,-0.10882489518607458,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",5JD,7,-0.16593154898075646,-0.2656389803520236,-0.06622411760949289,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",5JD,8,0.13472623910408288,-0.062114462510641066,0.3315669407188103,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5JD,9,-0.12843807741714075,-0.29822434320776187,0.04134818837348342,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5JD,10,0.10133319185972844,-0.07437836711085968,0.277044750830313,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5JD,11,-0.292422111595545,-0.47447161568699103,-0.11037260750440495,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",5JD,12,0.6622440600744426,0.17035274020413443,1.1541353799445802,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JD,13,1.6500665113025548,0.6180823370358719,2.682050685570033,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JD,14,0.3064435692904226,0.17029667507707075,0.44259046350331965,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5JD,15,-0.5653577054081325,-4.3096474718368025,3.1789320610396365,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5J,3,0.9675980774875637,0.45076873388098104,1.4844274210952457,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5J,4,0.38181035549906106,0.21276348861502653,0.5508572223830991,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5J,5,0.4042879178337868,0.3281765008169764,0.48039933485053327,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5J,6,-0.13422873786792683,-0.15963258054977836,-0.10882489518607397,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",5J,7,-0.16593154898076534,-0.2656389803520262,-0.06622411760949738,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",5J,8,0.13472623910408466,-0.062114462510646035,0.33156694071880466,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5J,9,-0.12843807741713886,-0.2982243432077658,0.041348188373480754,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5J,10,0.10133319185973377,-0.0743783671108546,0.27704475083031854,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5J,11,-0.27800656688754843,-0.459262474818109,-0.09675065895746837,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",5J,12,0.6622440600743857,0.170352740204392,1.154135379944891,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5J,13,1.0286946750138668,-0.06317147158760328,2.120560821611699,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",5J,14,0.30644356928996785,0.17029667507805535,0.44259046350188036,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",5J,15,-0.4426821653969455,-3.1786653733745798,2.2933010425961498,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",LDD,3,0.9675980774893422,0.4507687338808657,1.4844274210963149,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",LDD,4,0.38181035549906284,0.21276348861502045,0.5508572223830945,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",LDD,5,0.40428791783377793,0.3281765008169995,0.48039933485055986,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",LDD,6,-0.1342287378679255,-0.1596325805497773,-0.10882489518607509,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",LDD,7,-0.16593154898075824,-0.26563898035202693,-0.06622411760949669,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",LDD,8,0.1347262391040811,-0.06211446251064631,0.3315669407188049,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",LDD,9,-0.1284380774171392,-0.2982243432077605,0.041348188373484696,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",LDD,10,0.10133319185973022,-0.07437836711085927,0.2770447508303161,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",LDD,11,-0.27800656688765013,-0.4592624748182757,-0.09675065895757037,20802,6,PEOR
"FUJIAN SUN VIRTUE CO.,LTD",LDD,12,0.6622440600743857,0.1703527402041763,1.1541353799447087,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",LDD,13,1.0286946750165953,-0.06317147158116243,2.1205608216179908,20802,6,INCIERTO
"FUJIAN SUN VIRTUE CO.,LTD",LDD,14,0.30644356928996785,0.170296675078676,0.4425904635012597,20802,6,MEJOR
"FUJIAN SUN VIRTUE CO.,LTD",LDD,15,-0.39756126027282335,-3.0771953449114404,2.282072824326685,20802,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,J,3,-0.47649946683164046,-0.8722817959742082,-0.08071713769325078,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,J,4,0.15093963524276788,-0.062293101260282535,0.3641723717458258,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,J,5,0.02336077115920121,-0.048965358438346346,0.09568690075673454,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,J,6,0.17093319069441026,0.1158047271280531,0.22606165426076918,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,J,7,0.12709752284030174,0.04304783661198208,0.2111472090686782,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,J,8,0.057482471328734075,-0.009061651347730931,0.12402659400519907,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,J,9,0.7497585295666243,0.5675815599376524,0.9319354991955996,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,J,10,0.8744276278598591,0.5937993021561285,1.1550559535631346,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,J,11,0.6163543902501682,0.3257469728837413,0.906961807616596,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,J,12,0.703306723939022,0.5336829282873659,0.8729305187175633,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,J,13,-0.46172855829809123,-1.0929454964946013,0.16948837990069254,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,J,14,-1.3954941883029934,-3.185323983044312,0.39433560643831966,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,J,15,-18.58491863297968,-23.299822162697403,-13.870015103247406,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,XL,3,-0.45774399784534126,-0.613518719435397,-0.3019692762552855,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,XL,4,-0.09728500495839398,-0.2773374757796798,0.08276746576102842,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,XL,5,0.032892908605179016,-0.12986360383192141,0.19564942104147562,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,XL,6,0.3572713450577667,0.24068336378566318,0.47385932635303385,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,XL,7,0.14160345110037742,0.0947394206734982,0.18846748152725662,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,XL,8,0.413095680426516,0.2575489818374359,0.5686423790155979,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,XL,9,0.616377966233614,0.4828787270128738,0.7498772054529188,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,XL,10,0.46353462983097415,0.07013539019504927,0.8569338693650355,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,XL,11,-0.3041896114955307,-1.321729082556616,0.7133498595510024,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,XL,12,0.9248599488346372,0.7898947514022355,1.0598251462524868,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,XL,13,-0.6762261008685755,-1.4949107363870762,0.14245853464998193,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,XL,14,-13.613999601802789,-16.696157770688526,-10.531841432684221,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,XL,15,45.069217219344864,-92.08625883828213,182.22469327797228,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,LD,3,15.168033817026298,-15.367173862966908,45.70324156163,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,LD,4,0.22676024574320763,0.19425932161276838,0.25926116964081625,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,LD,5,-0.4106799296569079,-0.4902519415730803,-0.3311079176243203,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,LD,6,0.337082069221165,0.22675373291237372,0.4474104058388209,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,LD,7,-0.045302103084673646,-0.0938077114918916,0.0032035053225400317,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,LD,8,0.10811330686556175,0.051691795854269286,0.16453481780409462,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,LD,9,0.00963582651240813,-0.03475077223166279,0.0540224252560243,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,LD,10,2.3606066573411226,1.761284051229268,2.9599292560023964,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,LD,11,-1.5281163883264526,-2.410650352526962,-0.6455824241259436,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,LD,12,11.970192497777134,9.284945805373102,14.655439190188442,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,LD,13,40.935578406613786,-91.32713054887469,173.19828733903745,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,LD,14,0.2260622606427205,-1.4767499641960231,1.9288744854832827,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,LD,15,1002.6564580821432,528.3941795943845,1476.918736571066,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,L,3,-50.67566686693681,-53.33329375691092,-48.018039980615235,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,L,4,-0.14779036567779258,-0.21415601630323305,-0.08142471540159808,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,L,5,-15.662193455733359,-36.591846762781444,5.267459543978266,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,L,6,388.29526403550005,335.82653878410946,440.7639857234602,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,L,7,16.038039244738684,13.547902562605094,18.528175925213354,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,L,8,-0.10384803027409362,-0.13061984423335563,-0.0770762163875912,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,L,9,-1.5672060254668476,-3.5980258786061246,0.46361382839288745,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,L,10,1.555811930342145,1.2173844001614278,1.8942394605235442,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,L,11,-2.048839356932149,-2.3911031745279527,-1.7065755393472588,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,L,12,26.815519271000085,-53.419434402632035,107.05047294682224,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,L,13,1.347261555325531,-0.5934923692074396,3.2880154798148453,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,L,14,-1.553403057201649,-3.0479891273765167,-0.058816987055885894,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,L,15,251.77466129098048,-51.216548967894084,554.7658715499159,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,JDD,3,0.5824092483089771,0.4111876523551561,0.7536308443501096,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JDD,4,-0.017889957210392993,-0.2231885141589206,0.18740859973813723,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,JDD,5,-0.061414461905493045,-0.2104227847311508,0.08759386092012739,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,JDD,6,0.4731638372352802,0.33795155788542686,0.608376116585138,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JDD,7,0.5133417150143749,0.39814712633064836,0.6285363036980995,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JDD,8,0.3624775774701555,0.25189117113481996,0.4730639838054919,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JDD,9,0.6078933545687548,0.41431991631532505,0.8014667928233938,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JDD,10,0.14752052635210688,-0.010729467971963086,0.30577052067618393,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,JDD,11,0.3075614544326959,0.13035501965511667,0.48476788921126185,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JDD,12,-0.3865284609341759,-0.5609883248680465,-0.21206859700059577,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,JDD,13,-0.14387239491323456,-0.40265856916831516,0.11491377934184244,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,JDD,14,0.024138532571142596,-0.1962794429919955,0.2445565081342791,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,JDD,15,77.06571556591007,26.952632561050265,127.17879857111365,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,3,0.0892699173875453,-0.18867212181962006,0.3672119565964479,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,JD,4,0.16439381878550297,0.08269169828198784,0.2460959392890194,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,5,-0.37516277244735874,-0.48492501798188636,-0.2654005269128316,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,6,0.2711288189480402,0.20867661992678005,0.3335810179693017,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,7,0.37982042852378384,0.29200667771474553,0.4676341793328248,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,8,0.5097203325808533,0.4495781949962241,0.5698624701654806,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,9,0.5165689769658746,0.44369879986300287,0.5894391540687469,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,10,0.13852822409832655,0.004289743626292197,0.2727667045703396,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,11,-0.24378189335393774,-0.5029251743840011,0.01536138767612516,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,JD,12,0.4221980169816817,0.026684503342524035,0.8177115306206687,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,13,0.8027283257378891,0.4216637352133194,1.1837929162624548,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,JD,14,-0.2944901156843116,-2.6579680625369746,2.068987831175627,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,JD,15,0.854113165050876,-1.9976689780500436,3.7058953081736226,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,2JDD,3,-28.476346670235216,-70.5424692863759,13.58977594586181,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,2JDD,4,-0.0664556618711134,-0.15670202488329213,0.023790701141069404,12288,6,INCIERTO
GUANGZHOU QINGUO IMPORT & EXPO,2JDD,5,-1.1030662306731465,-1.57200996671315,-0.6341224946331608,12288,6,PEOR
GUANGZHOU QINGUO IMPORT & EXPO,2JDD,6,0.4901307231963168,0.30112309665106135,0.6791383497415668,12288,6,MEJOR
GUANGZHOU QINGUO IMPORT & EXPO,2JDD,7,0.35813847231896134,0.2862403825023898,0.4300365621355333,12288,6,MEJOR
