BROKER,ETIQUETA,SEMANA,CATE,CI_LO,CI_HI,N,N_TEMP,DIRECCION,N_OBS
"FUJIAN SUN VIRTUE CO.,LTD",GARCES,12,0.571824909930001,0.45378166653462454,0.6898681533835851,20802,6,MEJOR,575
"FUJIAN SUN VIRTUE CO.,LTD",GARCES,13,0.2226577127657947,0.05393999746991862,0.39137542945865467,20802,6,MEJOR,175
"FUJIAN SUN VIRTUE CO.,LTD",GARCES,14,0.637585535121616,0.5653080393617731,0.7098630302993822,20802,6,MEJOR,434
"FUJIAN SUN VIRTUE CO.,LTD",GARCES,15,,-23.280567266239313,14.911259821808418,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,3,0.5384084936231375,0.40546369885240985,0.6713532828059297,20802,6,MEJOR,58
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,4,1.0866846046624232,0.8541737722315795,1.3191954370869003,20802,6,MEJOR,33
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,5,,-10.817261144798827,-1.5813928715020973,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,6,0.10059323836969636,-0.07113634753705314,0.27232282427609056,20802,6,INCIERTO,63
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,7,0.02198658721499669,-0.05075090510384249,0.09472407952701464,20802,6,INCIERTO,256
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,8,0.25340819528355496,0.18074472811594872,0.32607166249481695,20802,6,MEJOR,103
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,9,1.6615001427126117,1.4651360225966694,1.8578642631195923,20802,6,MEJOR,178
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,10,0.850844070315361,0.7066285169534889,0.9950595044679436,20802,6,MEJOR,65
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,11,0.6865425948053598,0.5891737643050979,0.7839114262369443,20802,6,MEJOR,171
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,12,-0.6342452901008073,-0.7409001971524041,-0.5275903831365222,20802,6,PEOR,72
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,13,,-57.466170588824255,135.80776274870317,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,14,0.7271520290523767,0.5586373106445962,0.8956667511854475,20802,6,MEJOR,45
"FUJIAN SUN VIRTUE CO.,LTD",LUCKY,15,,-291.29898217826485,931.9009078706443,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,3,,-0.23037778500116135,1.1519778056991128,20802,6,SIN SOPORTE,4
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,4,,0.5639963955008102,0.6670443256680791,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,5,0.1340400796919845,0.09434153048324015,0.17373862890072794,20802,6,MEJOR,32
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,6,,-0.057185586512992145,-0.020203865575420497,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,7,,-0.08962607422938794,-0.06326876553979058,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,8,,0.04304296134828877,0.11798392464072815,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,9,,-0.4350247782673612,1.0146868279322527,20802,6,SIN SOPORTE,9
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,10,0.25633424520492554,-0.026009387393563843,0.5386783546405731,20802,6,INCIERTO,43
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,11,,-110.5422159218948,4.050876368339772,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,12,0.9161195456981659,0.6890256671332496,1.1432128282166343,20802,6,MEJOR,145
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,13,-0.5818797666579485,-1.9309225736478404,0.7671630552331044,20802,6,INCIERTO,15
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,14,,-4.576271106283598,6.895205610609677,20802,6,SIN SOPORTE,2
"FUJIAN SUN VIRTUE CO.,LTD",RED DREAMS,15,,17.303306288212298,98.26142252659565,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,3,,0.18670989015749503,0.46800532046386656,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,4,,0.56399639550081,0.6670443256680794,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,5,,0.09434153048324073,0.17373862890072828,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,6,,-0.057185586512992395,-0.020203865575420907,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,7,,-0.08930302790808704,-0.0649901708481964,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,8,,0.04316461853740193,0.11908909582514382,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,9,,0.2817135552054543,0.33626945017414106,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,10,,-0.06475694926806744,0.015751808656128262,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,11,,-0.07125315505364269,0.01616140553988362,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,12,,0.4537816664989889,0.6898681533610131,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,13,,0.07476985012480925,0.4049950943705911,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,14,,-0.22619681516669554,0.9649127208628491,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",GARCES RAINIER,15,,585.1850566171587,698.8374766377634,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,3,-0.8166809246975149,-1.0302737141450653,-0.6030881352499804,20802,6,PEOR,114
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,4,-0.11110316175344592,-0.28911286256541024,0.0669065390585219,20802,6,INCIERTO,146
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,5,0.6398095029120312,0.4432618143403734,0.8363571914836925,20802,6,MEJOR,93
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,6,-0.8165526703862138,-1.0606875252779073,-0.5724178154945168,20802,6,PEOR,171
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,7,-0.021615912106369706,-0.11595356538230203,0.0727217411695697,20802,6,INCIERTO,45
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,8,0.8266274850080841,0.6838555898532073,0.9693993801629582,20802,6,MEJOR,206
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,9,0.31014741025480275,0.28297226760116323,0.3373225529084394,20802,6,MEJOR,21
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,10,,-0.07347064151512088,0.06256784448739108,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,11,0.40590206321368605,0.22415092677139434,0.587653199656158,20802,6,MEJOR,58
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,12,,0.45378166650275104,0.6898681533572509,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,13,,0.053940892395433926,0.391374534067478,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,14,,0.5653080362090507,0.7098630319387055,20802,6,SIN SOPORTE,0
"FUJIAN SUN VIRTUE CO.,LTD",SAN FRANCISCO PREMIUM,15,,-23.280567399652888,14.911259899342642,20802,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,3,-0.42086752305222186,-0.6120386550403228,-0.2296963910641285,12288,6,PEOR,73
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,4,0.16022485396906205,0.09749489179594124,0.22295481614218018,12288,6,MEJOR,808
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,5,-0.037299392145162535,-0.09296607788098477,0.01836729359066412,12288,6,INCIERTO,758
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,6,0.351774377048486,0.3147281528901829,0.3888206012067909,12288,6,MEJOR,1250
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,7,0.298871187418714,0.2576756802575517,0.34006669457987626,12288,6,MEJOR,1056
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,8,0.3980888011026731,0.3637600234729988,0.43241757873234293,12288,6,MEJOR,809
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,9,0.2389406998574617,0.18290698362849997,0.2949744160864265,12288,6,MEJOR,967
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,10,0.2725932389189287,0.08893285723509833,0.4562536206027715,12288,6,MEJOR,268
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,11,0.5860412013202747,0.49708773444244597,0.6749946681995889,12288,6,MEJOR,202
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,12,0.4310848878870668,0.31287879655304973,0.5492909792209026,12288,6,MEJOR,251
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,13,,-0.521801725902516,0.8607171064594707,12288,6,SIN SOPORTE,7
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,14,0.5825127785938093,0.4411180007429986,0.7239075563573085,12288,6,MEJOR,36
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO,15,,6.083248170730101,165.8632839164376,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,3,,1.1719792658151662,1.5182500078334171,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,4,,0.24313064398044612,0.32608150876235986,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,5,,-0.2594243354350049,-0.10224609977751506,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,6,,0.10046501755039297,0.1634032274502139,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,7,,-0.03928404247948815,0.028102309163327795,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,8,,0.27765336588433476,0.4831766263827988,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,9,,0.3746529599134954,0.5261852598935505,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,10,,-2.5280933127321124,-1.4119002578266144,12288,6,SIN SOPORTE,4
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,11,,0.024847985837509218,0.16095639495874847,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,12,,1.5972938697916041,2.8261073778019696,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,13,,155.581869200767,209.43488823719233,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,14,,-5795.7413248961,-765.8292831577228,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,YELLOW DREAMS,15,,-529.7736440096594,-63.18956091063251,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,3,1.3451146368097397,1.1719792665745858,1.518250006986686,12288,6,MEJOR,17
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,4,0.284606076371403,0.2431306439804467,0.3260815087623602,12288,6,MEJOR,206
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,5,-0.18083521760625976,-0.25942433543500454,-0.10224609977751453,12288,6,PEOR,150
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,6,0.13193412250030234,0.10046501755039261,0.16340322745021385,12288,6,MEJOR,442
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,7,-0.005590866658080618,-0.039284042479488364,0.02810230916332712,12288,6,INCIERTO,810
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,8,0.38041499613356566,0.27765336588433404,0.48317662638279857,12288,6,MEJOR,244
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,9,0.45041910990352485,0.374652959913496,0.5261852598935512,12288,6,MEJOR,121
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,10,0.14982892830341088,0.08824645521524882,0.21141140139157116,12288,6,MEJOR,176
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,11,0.031498192104484346,-0.006693355369960109,0.0696897395789288,12288,6,INCIERTO,257
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,12,,1.587705863190099,2.847089991510397,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,13,,134.5217801379008,193.3140428192887,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,14,,-5773.909557415791,-713.4194631568025,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES,15,,-293.2111911121809,-5.994224910619039,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,3,,-10.48989189800369,-1.8429933412696213,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,4,-0.549742453593808,-0.6406045493846002,-0.4588803578011969,12288,6,PEOR,159
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,5,-1.1579449589619983,-1.358801785069952,-0.957088132854201,12288,6,PEOR,487
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,6,0.3215779961159795,0.2719572759613959,0.3711987162683426,12288,6,MEJOR,380
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,7,-0.1099812666636808,-0.1736759044777227,-0.04628662885282217,12288,6,PEOR,161
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,8,0.19297197084961226,0.06460487199453607,0.32133906976289606,12288,6,MEJOR,153
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,9,2.6569548559200484,2.4992633692176476,2.814646342506034,12288,6,MEJOR,232
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,10,0.641332671046257,0.583689358233438,0.6989760136613984,12288,6,MEJOR,225
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,11,0.3200422483496368,0.24894711160982042,0.3911372658801636,12288,6,MEJOR,123
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,12,,-6.738611822217971,11.835461607127833,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,13,,-97.86752684073433,19.896692402394507,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,14,-0.39051442220807076,-0.6100313976109109,-0.17099745425581128,12288,6,PEOR,62
GUANGZHOU QINGUO IMPORT & EXPO,LUCKY,15,,-31.368945842825703,-1.6381384560532073,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,3,,-50.8902104855282,78.02244839267256,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,4,,0.2431306439804455,0.3260815087623589,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,5,-0.18083521760625842,-0.259424335435005,-0.10224609977751502,12288,6,PEOR,26
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,6,,0.1004650175503921,0.1634032274502128,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,7,,-0.040809197726743074,0.03111660789170289,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,8,0.3618009268919691,0.2531883300114166,0.4704135237725175,12288,6,MEJOR,25
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,9,-0.32974307211790865,-0.5467846856688966,-0.11270145856680885,12288,6,PEOR,187
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,10,-0.25298285484313965,-0.47720933732120674,-0.028756491574362136,12288,6,PEOR,103
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,11,-0.7731063771352638,-1.8995672252048375,0.3533544723312936,12288,6,INCIERTO,171
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,12,0.8909227550029755,0.775501594452611,1.0063439751579846,12288,6,MEJOR,90
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,13,-0.711408544331789,-1.059528500402644,-0.3632885919862245,12288,6,PEOR,93
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,14,-0.0357430297767678,-0.7200447247657478,0.6485586652099383,12288,6,INCIERTO,59
GUANGZHOU QINGUO IMPORT & EXPO,RED DREAMS,15,,-14.246297213706107,81.5169832938281,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,3,,1.1719792683594177,1.5182500052746137,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,4,,0.24313064398044598,0.3260815087623596,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,5,,-0.2594243354350056,-0.1022460997775157,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,6,,0.10046501755039201,0.16340322745021288,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,7,,-0.03928404247948861,0.028102309163327364,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,8,,0.277653365884336,0.4831766263827989,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,9,,0.3746529599134957,0.5261852598935511,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,10,,0.08824645521524871,0.21141140139157127,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,11,,-0.006693355369960068,0.06968973957893008,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,12,,1.5877058632046421,2.847089991524958,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,13,,134.42984258740847,193.8847593952151,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,14,,-5437.562351657352,-524.5777195596197,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,GARCES RAINIER,15,,585.1850567493279,698.8374765174497,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,3,0.02918641081942308,-0.15235062922381262,0.210723450862641,12288,6,INCIERTO,54
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,4,0.12757746188806607,-0.04243947840038245,0.29759440217650923,12288,6,INCIERTO,27
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,5,-0.5303245565814549,-0.8742037393358344,-0.18644537382706844,12288,6,PEOR,61
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,6,0.6005701330640925,0.21329460803931516,0.9878456580888768,12288,6,MEJOR,65
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,7,1.965969105374338,1.5905204238494373,2.34141778689921,12288,6,MEJOR,103
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,8,0.5403729573656739,0.40951038229524395,0.6712355324361012,12288,6,MEJOR,184
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,9,0.45386376943903817,0.37345396812665316,0.53427357075142,12288,6,MEJOR,62
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,10,0.3446185574294738,0.028630649309439538,0.6606064655495115,12288,6,MEJOR,41
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,11,0.64861444125629,0.4049927384337042,0.8922361440789077,12288,6,MEJOR,18
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,12,2.2173979273648,1.5877058632246077,2.847089991534096,12288,6,MEJOR,25
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,13,,134.52160214630658,193.31423475922836,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,14,,-5773.909626433345,-713.4194592887557,12288,6,SIN SOPORTE,0
GUANGZHOU QINGUO IMPORT & EXPO,SAN FRANCISCO PREMIUM,15,,-293.2111910370076,-5.994224955524345,12288,6,SIN SOPORTE,0
HEMA,SAN FRANCISCO,3,,0.4679437058887662,0.7884846437708557,3162,5,SIN SOPORTE,0
HEMA,SAN FRANCISCO,4,,-2.5818010296465674,-1.815643232202715,3162,5,SIN SOPORTE,1
HEMA,SAN FRANCISCO,5,0.4396346880424251,0.36457288887482275,0.514696487210023,3162,5,MEJOR,53
HEMA,SAN FRANCISCO,6,0.08659938896589692,-0.03131500868383523,0.20451378661563613,3162,5,INCIERTO,41
HEMA,SAN FRANCISCO,7,0.1302602703737099,0.10848424072478823,0.15203630002262092,3162,5,MEJOR,91
HEMA,SAN FRANCISCO,8,,-0.6174092696381797,0.2969073691580587,3162,5,SIN SOPORTE,0
HEMA,SAN FRANCISCO,9,0.32283664823448466,-0.013134613811423113,0.6588079102804008,3162,5,INCIERTO,249
HEMA,SAN FRANCISCO,10,,6.680483469609191,17.652181669070526,3162,5,SIN SOPORTE,0
HEMA,SAN FRANCISCO,11,0.2582222369016075,0.09976123236510379,0.416683241438469,3162,5,MEJOR,26
HEMA,SAN FRANCISCO,12,,-15.586565970907472,3.5279790944807976,3162,5,SIN SOPORTE,0
HEMA,SAN FRANCISCO,13,,101.12572264981532,303.3303088109981,3162,5,SIN SOPORTE,0
HEMA,SAN FRANCISCO,14,,5114.00154621772,6005.254134988461,3162,5,SIN SOPORTE,0
HEMA,SAN FRANCISCO,15,,-43.83447511018608,566.8191345943276,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,3,,-53.3844284742162,33.93141747681772,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,4,,-1.4137809296538637,-1.0022098804438593,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,5,,0.2280747382941325,0.3901969873119805,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,6,,-0.2252894917222592,-0.16258156604337629,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,7,,-0.4709143152126596,-0.36218473205866797,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,8,,-0.12467176574739025,-0.05588314254065752,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,9,,-0.19548984642357323,-0.0667893140620815,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,10,,-324.5127575825219,-298.57983918401703,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,11,,0.1764019510276372,0.31121720727852253,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,12,,0.39610808762680405,0.5597870544790696,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,13,,0.12925453138393148,0.5428218224193455,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,14,,-563.3896619685385,-269.56346748994514,3162,5,SIN SOPORTE,0
HEMA,YELLOW DREAMS,15,,-2629.5732441321748,-1227.462521701978,3162,5,SIN SOPORTE,0
HEMA,GARCES,3,,-53.38442844669026,33.93141744477504,3162,5,SIN SOPORTE,0
HEMA,GARCES,4,-1.2079954050488577,-1.413780929653859,-1.0022098804438533,3162,5,PEOR,38
HEMA,GARCES,5,0.3091358628030554,0.2280747382941316,0.3901969873119796,3162,5,MEJOR,222
HEMA,GARCES,6,-0.19393552888281795,-0.22528949172226026,-0.16258156604337742,3162,5,PEOR,545
HEMA,GARCES,7,-0.41654952363566466,-0.4709143152126614,-0.3621847320586697,3162,5,PEOR,396
HEMA,GARCES,8,-0.09027745414402322,-0.124671765747392,-0.05588314254065934,3162,5,PEOR,313
HEMA,GARCES,9,-0.1311395802428298,-0.1954898464235753,-0.06678931406208316,3162,5,PEOR,389
HEMA,GARCES,10,0.05056029839446152,-0.000602074382925033,0.10172267117184718,3162,5,INCIERTO,246
HEMA,GARCES,11,0.19334734109333418,0.1030972616985837,0.2835974204880789,3162,5,MEJOR,228
HEMA,GARCES,12,0.4826359092548955,0.3910165454143493,0.5742552731827532,3162,5,MEJOR,212
HEMA,GARCES,13,0.36118983076448785,0.2453851779117049,0.47699448361727076,3162,5,MEJOR,54
HEMA,GARCES,14,,-561.845610085353,-266.9917977551596,3162,5,SIN SOPORTE,0
HEMA,GARCES,15,,-2404.848454752261,-2332.6140745517105,3162,5,SIN SOPORTE,0
HEMA,LUCKY,3,,-21.24828926333017,11.41579384473627,3162,5,SIN SOPORTE,0
HEMA,LUCKY,4,,265.98918563765613,318.8647900707875,3162,5,SIN SOPORTE,0
HEMA,LUCKY,5,,72.1371656874482,89.89959320321063,3162,5,SIN SOPORTE,0
HEMA,LUCKY,6,,-525.4701478393274,711.7883216429192,3162,5,SIN SOPORTE,0
HEMA,LUCKY,7,,-755.9265648632497,-160.719785296459,3162,5,SIN SOPORTE,0
HEMA,LUCKY,8,,-674.146470712781,-456.959664134593,3162,5,SIN SOPORTE,0
HEMA,LUCKY,9,,261.2568658717398,450.17342562872653,3162,5,SIN SOPORTE,0
HEMA,LUCKY,10,,-3868.6870027664677,1438.9359063092243,3162,5,SIN SOPORTE,0
HEMA,LUCKY,11,,-803.6723250177681,-756.9163399120355,3162,5,SIN SOPORTE,0
HEMA,LUCKY,12,,-33.57177786353233,23.796849323228738,3162,5,SIN SOPORTE,0
HEMA,LUCKY,13,,-4202.450527642756,4546.172809116677,3162,5,SIN SOPORTE,0
HEMA,LUCKY,14,,-90.66043597140998,7.448589397309036,3162,5,SIN SOPORTE,0
HEMA,LUCKY,15,,-291.29906517631565,931.9010400472275,3162,5,SIN SOPORTE,0
HEMA,RED DREAMS,3,,-25.204019742824716,-15.972875161423067,3162,5,SIN SOPORTE,0
HEMA,RED DREAMS,4,,-1.4137809296538615,-1.0022098804438564,3162,5,SIN SOPORTE,0
HEMA,RED DREAMS,5,,0.22807473829413166,0.39019698731197955,3162,5,SIN SOPORTE,0
HEMA,RED DREAMS,6,,-0.22528949172226115,-0.1625815660433781,3162,5,SIN SOPORTE,0
HEMA,RED DREAMS,7,,-0.470340492022774,-0.36184191331562887,3162,5,SIN SOPORTE,0
HEMA,RED DREAMS,8,,-0.11850470036335177,-0.06420236285579345,3162,5,SIN SOPORTE,0
